latency,tokens,tps
3.073920957976952,87,28.30261453998399
13.113160917011555,443,33.782853943727716
14.109442416985985,401,28.420683691741544
6.856738791975658,240,35.002062537495014
9.065089292009361,191,21.069842099444237
8.32007854199037,126,15.144087806875158
5.140972374996636,87,16.92286860422138
3.124446165980771,105,33.605955878916625
0.9047395410016179,32,35.36929530522506
10.944066458003363,338,30.88431537738165
11.635966832982376,370,31.797959319652556
14.503650083002867,504,34.74987310888369
0.9030510000011418,26,28.79128642786191
4.336823875026312,100,23.05834935466299
3.040231124992715,110,36.181459723810825
4.218087374989409,135,32.005026922975716
3.4613304160011467,76,21.956875208637932
11.366409875015961,439,38.62257342707198
10.970372125011636,380,34.638752055969746
5.269113707996439,200,37.95704763335792
1.7248117919953074,42,24.35048287292453
8.059539499983657,219,27.17276836976158
10.25997383298818,287,27.97278089318599
11.452263708983082,198,17.28915828620765
1.2639836660237052,32,25.316782851052967
9.481705457990756,178,18.77299403452673
5.149637833004817,183,35.536479638844696
1.786529042001348,15,8.396169134309927
3.6897745419992134,110,29.812119615416723
7.517676458024653,175,23.278469215471272
2.529425667016767,92,36.371893113785724
14.571540500008268,276,18.941030977462088
14.528737542015733,412,28.357591209045864
6.262709291011561,198,31.615709878818084
3.3985792089952156,78,22.950767130438773
12.533742625004379,501,39.972098916449944
4.043023040983826,115,28.4440624835064
0.9027667909977026,29,32.12346786477417
3.67212008300703,105,28.593836156364873
9.755565708997892,357,36.594494942587154
5.011729499994544,169,33.7208941544399
4.302902291005012,149,34.62779071499638
3.865024375001667,149,38.5508564871433
9.58705612499034,312,32.543879573909805
12.00570783301373,425,35.399828640783646
8.332193625014042,280,33.60459593250608
4.953216333000455,178,35.936245872018056
9.381017708015861,314,33.471848127063474
14.5131790000014,340,23.426983157857226
13.619914999988396,512,37.59201140392111
4.212839499989059,143,33.943851884310185
3.4289938749861903,75,21.87230503592021
2.017946292005945,71,35.18428626235749
3.6222987920045853,113,31.195659576571163
4.951207542006159,162,32.71929092561527
5.00625200002105,178,35.55554135094509
8.850371625012485,301,34.00987130860455
4.137333291990217,141,34.07992299604501
7.696184250002261,282,36.64153440712092
9.185745915980078,353,38.429105619599156
0.6999421670043375,9,12.858205183606586
6.9763693749846425,184,26.374750261901816
9.76220816699788,327,33.49651988629542
8.809806583012687,210,23.837072700884015
5.187545958004193,148,28.529867725150737
10.038861082983203,237,23.608255761376846
7.449437208008021,244,32.75415218450382
14.629621458007023,538,36.77470408542554
3.413559874985367,115,33.68917031241263
8.12692729200353,260,31.992411234665084
10.544747499981895,232,22.00147514204568
10.171902791014872,213,20.940034954733235
3.6999308329832274,110,29.730285501393492
8.390804708003998,353,42.0698624606616
5.89175129099749,161,27.326340174271383
9.207353083998896,291,31.60517440193726
2.171685791981872,78,35.91679804140428
10.822578249993967,309,28.551422116090706
13.081457124993904,334,25.53232386947533
2.8817362500121817,98,34.00727599536069
8.2841682920116,326,39.352170128455846
7.730852709006285,227,29.36286701408108
9.372050915990258,353,37.66518163038616
1.1436178749718238,35,30.60462831683382
14.619777999992948,572,39.1250811059016
11.554755541001214,174,15.058734854456556
2.2696420419961214,66,29.07947543214957
7.295623667014297,210,28.784379456066652
6.631229624996195,180,27.144286984346934
7.064859167003306,234,33.12167935249239
0.8033342919952702,16,19.9169886800926
13.284809916978702,266,20.02286834831093
4.897365832992364,185,37.77540953826646
4.186571083992021,131,31.290523287875853
9.004305250011384,300,33.3173955869189
14.629899749998003,492,33.62975880952753
11.659041625011014,418,35.852003401660824
12.927115500002401,322,24.90888241850552
